year,geography1,geography2,diagnosis_groupings,measure,dataset,value,covid_period
2019,Health board of treatment,NHS Western Isles,Other selected diagnoses principally affecting children & young people,"Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Schizophrenia, schizotypal and delusional disorders",Number of hospital residents,Total,0,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Schizophrenia, schizotypal and delusional disorders","Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2020,Health board of treatment,NHS Ayrshire & Arran,Disorders of adult personality and behaviour,Number of hospital residents,Total,5,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Disorders of adult personality and behaviour,"Crude rate of hospital residents (per 100,000 population)",Total,1.37,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Mental & behavioural disorders due to psychoactive substance use,Number of hospital residents,Total,15,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of hospital residents (per 100,000 population)",Total,4.1,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Mood (affective) disorders,Number of hospital residents,Total,30,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Mood (affective) disorders,"Crude rate of hospital residents (per 100,000 population)",Total,8.2,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Neurotic, stress-related, & somatoform disorders",Number of hospital residents,Total,5,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Neurotic, stress-related, & somatoform disorders","Crude rate of hospital residents (per 100,000 population)",Total,1.37,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Organic, including symptomatic, mental disorders",Number of hospital residents,Total,50,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Organic, including symptomatic, mental disorders","Crude rate of hospital residents (per 100,000 population)",Total,13.67,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Other selected diagnoses principally affecting children & young people,Number of hospital residents,Total,5,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Other selected diagnoses principally affecting children & young people,"Crude rate of hospital residents (per 100,000 population)",Total,1.37,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Schizophrenia, schizotypal and delusional disorders",Number of hospital residents,Total,45,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Schizophrenia, schizotypal and delusional disorders","Crude rate of hospital residents (per 100,000 population)",Total,12.3,COVID-19
2020,Health board of treatment,NHS Borders,Disorders of adult personality and behaviour,Number of hospital residents,Total,0,COVID-19
2020,Health board of treatment,NHS Borders,Disorders of adult personality and behaviour,"Crude rate of hospital residents (per 100,000 population)",Total,0,COVID-19
2020,Health board of treatment,NHS Borders,Mental & behavioural disorders due to psychoactive substance use,Number of hospital residents,Total,0,COVID-19
2020,Health board of treatment,NHS Borders,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of hospital residents (per 100,000 population)",Total,0,COVID-19
2020,Health board of treatment,NHS Borders,Mood (affective) disorders,Number of hospital residents,Total,5,COVID-19
2020,Health board of treatment,NHS Borders,Mood (affective) disorders,"Crude rate of hospital residents (per 100,000 population)",Total,4.3,COVID-19
2020,Health board of treatment,NHS Borders,"Neurotic, stress-related, & somatoform disorders",Number of hospital residents,Total,0,COVID-19
2020,Health board of treatment,NHS Borders,"Neurotic, stress-related, & somatoform disorders","Crude rate of hospital residents (per 100,000 population)",Total,0,COVID-19
2020,Health board of treatment,NHS Borders,"Organic, including symptomatic, mental disorders",Number of hospital residents,Total,15,COVID-19
2020,Health board of treatment,NHS Borders,"Organic, including symptomatic, mental disorders","Crude rate of hospital residents (per 100,000 population)",Total,12.89,COVID-19
2020,Health board of treatment,NHS Borders,Other selected diagnoses principally affecting children & young people,Number of hospital residents,Total,0,COVID-19
2020,Health board of treatment,NHS Borders,Other selected diagnoses principally affecting children & young people,"Crude rate of hospital residents (per 100,000 population)",Total,0,COVID-19
2020,Health board of treatment,NHS Borders,"Schizophrenia, schizotypal and delusional disorders",Number of hospital residents,Total,10,COVID-19
2020,Health board of treatment,NHS Borders,"Schizophrenia, schizotypal and delusional disorders","Crude rate of hospital residents (per 100,000 population)",Total,8.59,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Disorders of adult personality and behaviour,Number of hospital residents,Total,0,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Disorders of adult personality and behaviour,"Crude rate of hospital residents (per 100,000 population)",Total,0,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Mental & behavioural disorders due to psychoactive substance use,Number of hospital residents,Total,5,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of hospital residents (per 100,000 population)",Total,3.42,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Mood (affective) disorders,Number of hospital residents,Total,10,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Mood (affective) disorders,"Crude rate of hospital residents (per 100,000 population)",Total,6.84,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Neurotic, stress-related, & somatoform disorders",Number of hospital residents,Total,5,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Neurotic, stress-related, & somatoform disorders","Crude rate of hospital residents (per 100,000 population)",Total,3.42,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Organic, including symptomatic, mental disorders",Number of hospital residents,Total,20,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Organic, including symptomatic, mental disorders","Crude rate of hospital residents (per 100,000 population)",Total,13.69,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Other selected diagnoses principally affecting children & young people,Number of hospital residents,Total,0,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Other selected diagnoses principally affecting children & young people,"Crude rate of hospital residents (per 100,000 population)",Total,0,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Schizophrenia, schizotypal and delusional disorders",Number of hospital residents,Total,25,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Schizophrenia, schizotypal and delusional disorders","Crude rate of hospital residents (per 100,000 population)",Total,17.11,COVID-19
2020,Health board of treatment,NHS Fife,Disorders of adult personality and behaviour,Number of hospital residents,Total,5,COVID-19
2020,Health board of treatment,NHS Fife,Disorders of adult personality and behaviour,"Crude rate of hospital residents (per 100,000 population)",Total,1.35,COVID-19
2020,Health board of treatment,NHS Fife,Mental & behavioural disorders due to psychoactive substance use,Number of hospital residents,Total,5,COVID-19
2020,Health board of treatment,NHS Fife,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of hospital residents (per 100,000 population)",Total,1.35,COVID-19
2020,Health board of treatment,NHS Fife,Mood (affective) disorders,Number of hospital residents,Total,25,COVID-19
2020,Health board of treatment,NHS Fife,Mood (affective) disorders,"Crude rate of hospital residents (per 100,000 population)",Total,6.74,COVID-19
2020,Health board of treatment,NHS Fife,"Neurotic, stress-related, & somatoform disorders",Number of hospital residents,Total,5,COVID-19
2020,Health board of treatment,NHS Fife,"Neurotic, stress-related, & somatoform disorders","Crude rate of hospital residents (per 100,000 population)",Total,1.35,COVID-19
2020,Health board of treatment,NHS Fife,"Organic, including symptomatic, mental disorders",Number of hospital residents,Total,55,COVID-19
2020,Health board of treatment,NHS Fife,"Organic, including symptomatic, mental disorders","Crude rate of hospital residents (per 100,000 population)",Total,14.83,COVID-19
2020,Health board of treatment,NHS Fife,Other selected diagnoses principally affecting children & young people,Number of hospital residents,Total,0,COVID-19
2020,Health board of treatment,NHS Fife,Other selected diagnoses principally affecting children & young people,"Crude rate of hospital residents (per 100,000 population)",Total,0,COVID-19
2020,Health board of treatment,NHS Fife,"Schizophrenia, schizotypal and delusional disorders",Number of hospital residents,Total,60,COVID-19
2020,Health board of treatment,NHS Fife,"Schizophrenia, schizotypal and delusional disorders","Crude rate of hospital residents (per 100,000 population)",Total,16.18,COVID-19
2020,Health board of treatment,NHS Forth Valley,Disorders of adult personality and behaviour,Number of hospital residents,Total,5,COVID-19
2020,Health board of treatment,NHS Forth Valley,Disorders of adult personality and behaviour,"Crude rate of hospital residents (per 100,000 population)",Total,1.65,COVID-19
2020,Health board of treatment,NHS Forth Valley,Mental & behavioural disorders due to psychoactive substance use,Number of hospital residents,Total,10,COVID-19
2020,Health board of treatment,NHS Forth Valley,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of hospital residents (per 100,000 population)",Total,3.3,COVID-19
2020,Health board of treatment,NHS Forth Valley,Mood (affective) disorders,Number of hospital residents,Total,15,COVID-19
2020,Health board of treatment,NHS Forth Valley,Mood (affective) disorders,"Crude rate of hospital residents (per 100,000 population)",Total,4.96,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Neurotic, stress-related, & somatoform disorders",Number of hospital residents,Total,5,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Neurotic, stress-related, & somatoform disorders","Crude rate of hospital residents (per 100,000 population)",Total,1.65,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Organic, including symptomatic, mental disorders",Number of hospital residents,Total,30,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Organic, including symptomatic, mental disorders","Crude rate of hospital residents (per 100,000 population)",Total,9.91,COVID-19
2020,Health board of treatment,NHS Forth Valley,Other selected diagnoses principally affecting children & young people,Number of hospital residents,Total,0,COVID-19
2020,Health board of treatment,NHS Forth Valley,Other selected diagnoses principally affecting children & young people,"Crude rate of hospital residents (per 100,000 population)",Total,0,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Schizophrenia, schizotypal and delusional disorders",Number of hospital residents,Total,45,COVID-19
